question_id,db_id,question
950,medicine_enzyme_interaction,"For every medicine id, what are the names of the medicines that can interact with more than one enzyme?"
951,medicine_enzyme_interaction,"What are the ids, names and FDA approval status of medicines in descending order of the number of enzymes that it can interact with."
952,medicine_enzyme_interaction,"What are the ids, names, and FDA approval status for medicines ordered by descending number of possible enzyme interactions?"
953,medicine_enzyme_interaction,What is the id and name of the enzyme with most number of medicines that can interact as 'activator'?
954,medicine_enzyme_interaction,What is the id and name of the enzyme that can interact with the most medicines as an activator?
955,medicine_enzyme_interaction,What is the interaction type of the enzyme named 'ALA synthase' and the medicine named 'Aripiprazole'?
956,medicine_enzyme_interaction,What is the type of interaction for the enzyme named 'ALA synthase' and the medicine named 'Aripiprazole'?
957,medicine_enzyme_interaction,What is the most common interaction type between enzymes and medicine? And how many are there?
958,medicine_enzyme_interaction,"What are the most common types of interactions between enzymes and medicine, and how many types are there?"
959,medicine_enzyme_interaction,How many medicines have the FDA approval status 'No' ?
960,medicine_enzyme_interaction,How many medicines were not approved by the FDA?
961,medicine_enzyme_interaction,How many enzymes do not have any interactions?
962,medicine_enzyme_interaction,What is the count of enzymes without any interactions?
963,medicine_enzyme_interaction,What is the id and trade name of the medicines can interact with at least 3 enzymes?
964,medicine_enzyme_interaction,What are the ids and trade names of the medicine that can interact with at least 3 enzymes?
965,medicine_enzyme_interaction,"What are the distinct name, location and products of the enzymes which has any 'inhibitor' interaction?"
966,medicine_enzyme_interaction,"What are the different names, locations, and products of the enzymes that are capable inhibitor interactions?"
967,medicine_enzyme_interaction,List the medicine name and trade name which can both interact as 'inhibitor' and 'activitor' with enzymes.
968,medicine_enzyme_interaction,What are the medicine and trade names that can interact as an inhibitor and activitor with enzymes?
969,medicine_enzyme_interaction,Show the medicine names and trade names that cannot interact with the enzyme with product 'Heme'.
970,medicine_enzyme_interaction,What are the medicine and trade names that cannot interact with the enzyme with the product 'Heme'?
971,medicine_enzyme_interaction,How many distinct FDA approval statuses are there for the medicines?
972,medicine_enzyme_interaction,How many different FDA approval statuses exist for medicines?
973,medicine_enzyme_interaction,"Which enzyme names have the substring ""ALA""?"
974,medicine_enzyme_interaction,What are the names of enzymes that include the string 'ALA'?
975,medicine_enzyme_interaction,find the number of medicines offered by each trade.
976,medicine_enzyme_interaction,How many medicines are offered by each trade name?
977,university_basketball,List all schools and their nicknames in the order of founded year.
978,university_basketball,"What are the different schools and their nicknames, ordered by their founding years?"
979,university_basketball,List all public schools and their locations.
980,university_basketball,What are the public schools and what are their locations?
981,university_basketball,When was the school with the largest enrollment founded?
982,university_basketball,Return the founded year for the school with the largest enrollment.
983,university_basketball,Find the founded year of the newest non public school.
984,university_basketball,What is the founded year of the non public school that was founded most recently?
985,university_basketball,How many schools are in the basketball match?
986,university_basketball,Count the number of schools that have had basketball matches.
987,university_basketball,What is the highest acc percent score in the competition?
988,university_basketball,Return the highest acc percent across all basketball matches.
989,university_basketball,What is the primary conference of the school that has the lowest acc percent score in the competition?
990,university_basketball,Return the primary conference of the school with the lowest acc percentage score.
991,university_basketball,What is the team name and acc regular season score of the school that was founded for the longest time?
992,university_basketball,Return the name of the team and the acc during the regular season for the school that was founded the earliest.
993,university_basketball,Find the location and all games score of the school that has Clemson as its team name.
994,university_basketball,What are the all games score and location of the school called Clemson?
995,university_basketball,What are the average enrollment size of the universities that are founded before 1850?
996,university_basketball,Return the average enrollment of universities founded before 1850.
997,university_basketball,Show the enrollment and primary_conference of the oldest college.
998,university_basketball,What are the enrollment and primary conference for the university which was founded the earliest?
999,university_basketball,What is the total and minimum enrollment of all schools?
1000,university_basketball,Return the total and minimum enrollments across all schools.
1001,university_basketball,Find the total student enrollment for different affiliation type schools.
1002,university_basketball,What are the total enrollments of universities of each affiliation type?
1003,university_basketball,How many schools do not participate in the basketball match?
1004,university_basketball,Count the number of universities that do not participate in the baketball match.
1005,university_basketball,Find the schools that were either founded after 1850 or public.
1006,university_basketball,What are the schools that were either founded before 1850 or are public?
1007,university_basketball,Find how many different affiliation types there are.
1008,university_basketball,Count the number of different affiliation types.
1009,university_basketball,Find how many school locations have the word 'NY'.
1010,university_basketball,How many universities have a location that contains NY?
1011,university_basketball,Find the team names of the universities whose enrollments are smaller than the average enrollment size.
1012,university_basketball,What are the names of teams from universities that have a below average enrollment?
1013,university_basketball,Find the number of universities that have over a 20000 enrollment size for each affiliation type.
1014,university_basketball,"What are the different affiliations, and how many schools with each have an enrollment size of above 20000?"
1015,university_basketball,Find the total number of students enrolled in the colleges that were founded after the year of 1850 for each affiliation type.
1016,university_basketball,"What are the different affiliations, and what is the total enrollment of schools founded after 1850 for each enrollment type?"
1017,university_basketball,What is the maximum enrollment across all schools?
1018,university_basketball,Return the maximum enrollment across all schools.
1019,university_basketball,List all information regarding the basketball match.
1020,university_basketball,What is all the information about the basketball match?
1021,university_basketball,"List names of all teams in the basketball competition, ordered by all home scores in descending order."
1022,university_basketball,"What are the names of all the teams in the basketball competition, sorted by all home scores in descending order?"
1023,phone_1,the names of models that launched between 2002 and 2004.
1024,phone_1,Which model has the least amount of RAM? List the model name and the amount of RAM.
1025,phone_1,"What are the chip model and screen mode of the phone with hardware model name ""LG-P760""?"
1026,phone_1,"How many phone hardware models are produced by the company named ""Nokia Corporation""?"
1027,phone_1,"What is maximum and minimum RAM size of phone produced by company named ""Nokia Corporation""?"
1028,phone_1,"What is the average ROM size of phones produced by the company named ""Nokia Corporation""?"
1029,phone_1,List the hardware model name and company name for all the phones that were launched in year 2002 or have RAM size greater than 32.
1030,phone_1,Find all phones that have word 'Full' in their accreditation types. List the Hardware Model name and Company name.
1031,phone_1,"Find the Char cells, Pixels and Hardware colours for the screen of the phone whose hardware model name is ""LG-P760""."
1032,phone_1,"List the hardware model name and company name for the phone whose screen mode type is ""Graphics."""
1033,phone_1,Find the name of the company that has the least number of phone models. List the company name and the number of phone model produced by that company.
1034,phone_1,List the name of the company that produced more than one phone model.
1035,phone_1,"List the maximum, minimum and average number of used kb in screen mode."
1036,phone_1,List the name of the phone model launched in year 2002 and with the highest RAM size.
1037,phone_1,"What are the wifi and screen mode type of the hardware model named ""LG-P760""?"
1038,phone_1,"List the hardware model name for the phones that have screen mode type ""Text"" or RAM size greater than 32."
1039,phone_1,"List the hardware model name for the phones that were produced by ""Nokia Corporation"" or whose screen mode type is ""Graphics."""
1040,phone_1,"List the hardware model name for the phons that were produced by ""Nokia Corporation"" but whose screen mode type is not Text."
1041,phone_1,List the phone hardware model and company name for the phones whose screen usage in kb is between 10 and 15.
1042,phone_1,Find the number of phones for each accreditation type.
1043,phone_1,How many phones belongs to each accreditation type?
1044,phone_1,Find the accreditation level that more than 3 phones use.
1045,phone_1,Find the details for all chip models.
1046,phone_1,How many models do not have the wifi function?
1047,phone_1,Count the number of chip model that do not have wifi.
1048,phone_1,List all the model names sorted by their launch year.
1049,phone_1,Find the average ram mib size of the chip models that are never used by any phone.
1050,phone_1,Find the names of the chip models that are not used by any phone with full accreditation type.
1051,phone_1,Find the pixels of the screen modes that are used by both phones with full accreditation types and phones with Provisional accreditation types.
1052,match_season,How many countries are there in total?
1053,match_season,Count the number of countries.
1054,match_season,Show the country name and capital of all countries.
1055,match_season,What are the names and capitals of each country?
1056,match_season,"Show all official native languages that contain the word ""English""."
1057,match_season,"What are the official native languages that contain the string ""English""."
1058,match_season,Show all distinct positions of matches.
1059,match_season,What are the different positions for match season?
1060,match_season,Show the players from college UCLA.
1061,match_season,Who are the players from UCLA?
1062,match_season,Show the distinct position of players from college UCLA or Duke.
1063,match_season,What are the different positions of players from UCLA or Duke colleges?
1064,match_season,Show the draft pick numbers and draft classes of players whose positions are defenders.
1065,match_season,What are the draft pick numbers and draft classes for players who play the Defender position?
1066,match_season,How many distinct teams are involved in match seasons?
1067,match_season,Count the number of different teams involved in match season.
1068,match_season,Show the players and the years played.
1069,match_season,Who are the different players and how many years has each played?
1070,match_season,Show all team names.
1071,match_season,What are the names of all teams?
1072,match_season,"Show the season, the player, and the name of the country that player belongs to."
1073,match_season,"For each player, what are their name, season, and country that they belong to?"
1074,match_season,Which players are from Indonesia?
1075,match_season,Who are the players from Indonesia?
1076,match_season,What are the distinct positions of the players from a country whose capital is Dublin?
1077,match_season,Give the different positions of players who play for the country with the capital Dublin.
1078,match_season,What are the official languages of the countries of players from Maryland or Duke college?
1079,match_season,Return the official native languages of countries who have players from Maryland or Duke colleges.
1080,match_season,How many distinct official languages are there among countries of players whose positions are defenders.
1081,match_season,Count the number of different official languages corresponding to countries that players who play Defender are from.
1082,match_season,"Show the season, the player, and the name of the team that players belong to."
1083,match_season,"Who are the different players, what season do they play in, and what is the name of the team they are on?"
1084,match_season,"Show the positions of the players from the team with name ""Ryley Goldner""."
1085,match_season,Return the positions of players on the team Ryley Goldner.
1086,match_season,"How many distinct colleges are associated with players from the team with name ""Columbus Crew""."
1087,match_season,Count the number of different colleges that players who play for Columbus Crew are from.
1088,match_season,"Show the players and years played for players from team ""Columbus Crew""."
1089,match_season,"What are the players who played for Columbus Crew, and how many years did each play for?"
1090,match_season,Show the position of players and the corresponding number of players.
1091,match_season,How many players played each position?
1092,match_season,Show the country names and the corresponding number of players.
1093,match_season,How many players are from each country?
1094,match_season,Return all players sorted by college in ascending alphabetical order.
1095,match_season,"What are all the players who played in match season, sorted by college in ascending alphabetical order?"
1096,match_season,Show the most common position of players in match seasons.
1097,match_season,What is the position that is most common among players in match seasons?
1098,match_season,Show the top 3 most common colleges of players in match seasons.
1099,match_season,What are the three colleges from which the most players are from?
1100,match_season,Show the name of colleges that have at least two players.
1101,match_season,What are the names of all colleges that have two or more players?
1102,match_season,Show the name of colleges that have at least two players in descending alphabetical order.
1103,match_season,"What are the names of colleges that have two or more players, listed in descending alphabetical order?"
1104,match_season,What are the names of teams that do no have match season record?
1105,match_season,Return the names of teams that have no match season record.
1106,match_season,What are the names of countries that have both players with position forward and players with position defender?
1107,match_season,"Return the names of countries that have players that play the Forward position, as well as players who play the Defender position."
1108,match_season,Which college have both players with position midfielder and players with position defender?
1109,match_season,"Return the colleges that have players who play the Midfielder position, as well as players who play the Defender position."
1110,climbing,How many climbers are there?
1111,climbing,Count the number of climbers.
1112,climbing,List the names of climbers in descending order of points.
1113,climbing,"What are the names of the climbers, ordered by points descending?"
1114,climbing,List the names of climbers whose country is not Switzerland.
1115,climbing,What are the names of climbers who are not from the country of Switzerland?
1116,climbing,What is the maximum point for climbers whose country is United Kingdom?
1117,climbing,Return the maximum number of points for climbers from the United Kingdom.
1118,climbing,How many distinct countries are the climbers from?
1119,climbing,Count the number of different countries that climbers are from.
1120,climbing,What are the names of mountains in ascending alphabetical order?
1121,climbing,Give the names of mountains in alphabetical order.
1122,climbing,What are the countries of mountains with height bigger than 5000?
1123,climbing,Return the countries of the mountains that have a height larger than 5000.
1124,climbing,What is the name of the highest mountain?
1125,climbing,Return the name of the mountain with the greatest height.
1126,climbing,List the distinct ranges of the mountains with the top 3 prominence.
1127,climbing,What are the different ranges of the 3 mountains with the highest prominence?
1128,climbing,Show names of climbers and the names of mountains they climb.
1129,climbing,What are the names of climbers and the corresponding names of mountains that they climb?
1130,climbing,Show the names of climbers and the heights of mountains they climb.
1131,climbing,What are the names of climbers and the corresponding heights of the mountains that they climb?
1132,climbing,Show the height of the mountain climbed by the climber with the maximum points.
1133,climbing,What is the height of the mountain climbined by the climbing who had the most points?
1134,climbing,"Show the distinct names of mountains climbed by climbers from country ""West Germany""."
1135,climbing,What are the different names of mountains ascended by climbers from the country of West Germany?
1136,climbing,Show the times used by climbers to climb mountains in Country Uganda.
1137,climbing,What are the times used by climbers who climbed mountains in the country of Uganda?
1138,climbing,Please show the countries and the number of climbers from each country.
1139,climbing,How many climbers are from each country?
1140,climbing,List the countries that have more than one mountain.
1141,climbing,Which countries have more than one mountain?
1142,climbing,List the names of mountains that do not have any climber.
1143,climbing,What are the names of countains that no climber has climbed?
1144,climbing,Show the countries that have mountains with height more than 5600 stories and mountains with height less than 5200.
1145,climbing,What are the countries that have both mountains that are higher than 5600 and lower than 5200?
1146,climbing,Show the range that has the most number of mountains.
1147,climbing,Which range contains the most mountains?
1148,climbing,Show the names of mountains with height more than 5000 or prominence more than 1000.
1149,climbing,What are the names of mountains that have a height of over 5000 or a prominence of over 1000?
1150,body_builder,How many body builders are there?
1151,body_builder,List the total scores of body builders in ascending order.
1152,body_builder,List the snatch score and clean jerk score of body builders in ascending order of snatch score.
1153,body_builder,What is the average snatch score of body builders?
1154,body_builder,What are the clean and jerk score of the body builder with the highest total score?
1155,body_builder,What are the birthdays of people in ascending order of height?
1156,body_builder,What are the names of body builders?
1157,body_builder,What are the names of body builders whose total score is higher than 300?
1158,body_builder,What is the name of the body builder with the greatest body weight?
1159,body_builder,What are the birth date and birth place of the body builder with the highest total points?
1160,body_builder,What are the heights of body builders with total score smaller than 315?
1161,body_builder,What is the average total score of body builders with height bigger than 200?
1162,body_builder,What are the names of body builders in descending order of total scores?
1163,body_builder,List each birth place along with the number of people from there.
1164,body_builder,What is the most common birth place of people?
1165,body_builder,What are the birth places that are shared by at least two people?
1166,body_builder,List the height and weight of people in descending order of height.
1167,body_builder,Show all information about each body builder.
1168,body_builder,List the names and origins of people who are not body builders.
1169,body_builder,How many distinct birth places are there?
1170,body_builder,How many persons are not body builders?
1171,body_builder,List the weight of the body builders who have snatch score higher than 140 or have the height greater than 200.
1172,body_builder,"What are the total scores of the body builders whose birthday contains the string ""January"" ?"
1173,body_builder,What is the minimum snatch score?
1174,election_representative,How many elections are there?
1175,election_representative,List the votes of elections in descending order.
1176,election_representative,List the dates and vote percents of elections.
1177,election_representative,What are the minimum and maximum vote percents of elections?
1178,election_representative,What are the names and parties of representatives?
1179,election_representative,"What are the names of representatives whose party is not ""Republican""?"
1180,election_representative,What are the life spans of representatives from New York state or Indiana state?
1181,election_representative,What are the names of representatives and the dates of elections they participated in.
1182,election_representative,What are the names of representatives with more than 10000 votes in election?
1183,election_representative,What are the names of representatives in descending order of votes?
1184,election_representative,What is the party of the representative that has the smallest number of votes.
1185,election_representative,What are the lifespans of representatives in descending order of vote percent?
1186,election_representative,"What is the average number of votes of representatives from party ""Republican""?"
1187,election_representative,What are the different parties of representative? Show the party name and the number of representatives in each party.
1188,election_representative,What is the party that has the largest number of representatives?
1189,election_representative,What parties have at least three representatives?
1190,election_representative,What states have at least two representatives?
1191,election_representative,List the names of representatives that have not participated in elections listed here.
1192,election_representative,Show the parties that have both representatives in New York state and representatives in Pennsylvania state.
1193,election_representative,How many distinct parties are there for representatives?
1194,apartment_rentals,How many apartment bookings are there in total?
1195,apartment_rentals,Count the total number of apartment bookings.
1196,apartment_rentals,Show the start dates and end dates of all the apartment bookings.
1197,apartment_rentals,What are the start date and end date of each apartment booking?
1198,apartment_rentals,Show all distinct building descriptions.
1199,apartment_rentals,Give me a list of all the distinct building descriptions.
1200,apartment_rentals,"Show the short names of the buildings managed by ""Emma""."
1201,apartment_rentals,"Which buildings does ""Emma"" manage? Give me the short names of the buildings."
1202,apartment_rentals,"Show the addresses and phones of all the buildings managed by ""Brenden""."
1203,apartment_rentals,"What are the address and phone number of the buildings managed by ""Brenden""?"
1204,apartment_rentals,"What are the building full names that contain the word ""court""?"
1205,apartment_rentals,"Find all the building full names containing the word ""court""."
1206,apartment_rentals,What is the minimum and maximum number of bathrooms of all the apartments?
1207,apartment_rentals,Give me the minimum and maximum bathroom count among all the apartments.
1208,apartment_rentals,What is the average number of bedrooms of all apartments?
1209,apartment_rentals,Find the average number of bedrooms of all the apartments.
1210,apartment_rentals,Return the apartment number and the number of rooms for each apartment.
1211,apartment_rentals,What are the apartment number and the room count of each apartment?
1212,apartment_rentals,"What is the average number of rooms of apartments with type code ""Studio""?"
1213,apartment_rentals,"Find the average room count of the apartments that have the ""Studio"" type code."
1214,apartment_rentals,"Return the apartment numbers of the apartments with type code ""Flat""."
1215,apartment_rentals,"Which apartments have type code ""Flat""? Give me their apartment numbers."
1216,apartment_rentals,Return the first names and last names of all guests
1217,apartment_rentals,What are the first names and last names of all the guests?
1218,apartment_rentals,"Return the date of birth for all the guests with gender code ""Male""."
1219,apartment_rentals,"What are dates of birth of all the guests whose gender is ""Male""?"
1220,apartment_rentals,"Show the apartment numbers, start dates, and end dates of all the apartment bookings."
1221,apartment_rentals,"What are the apartment number, start date, and end date of each apartment booking?"
1222,apartment_rentals,"What are the booking start and end dates of the apartments with type code ""Duplex""?"
1223,apartment_rentals,"Return the booking start date and end date for the apartments that have type code ""Duplex""."
1224,apartment_rentals,What are the booking start and end dates of the apartments with more than 2 bedrooms?
1225,apartment_rentals,Find the booking start date and end date for the apartments that have more than two bedrooms.
1226,apartment_rentals,"What is the booking status code of the apartment with apartment number ""Suite 634""?"
1227,apartment_rentals,"Tell me the booking status code for the apartment with number ""Suite 634""."
1228,apartment_rentals,"Show the distinct apartment numbers of the apartments that have bookings with status code ""Confirmed""."
1229,apartment_rentals,"Which apartments have bookings with status code ""Confirmed""? Return their apartment numbers."
1230,apartment_rentals,"Show the average room count of the apartments that have booking status code ""Provisional""."
1231,apartment_rentals,"What is the average room count of the apartments whose booking status code is ""Provisional""?"
1232,apartment_rentals,"Show the guest first names, start dates, and end dates of all the apartment bookings."
1233,apartment_rentals,"What are the guest first name, start date, and end date of each apartment booking?"
1234,apartment_rentals,"Show the start dates and end dates of all the apartment bookings made by guests with gender code ""Female""."
1235,apartment_rentals,"What are the start date and end date of the apartment bookings made by female guests (gender code ""Female"")?"
1236,apartment_rentals,"Show the first names and last names of all the guests that have apartment bookings with status code ""Confirmed""."
1237,apartment_rentals,"Which guests have apartment bookings with status code ""Confirmed""? Return their first names and last names."
1238,apartment_rentals,Show the facility codes of apartments with more than 4 bedrooms.
1239,apartment_rentals,What are the facility codes of the apartments with more than four bedrooms?
1240,apartment_rentals,"Show the total number of rooms of all apartments with facility code ""Gym""."
1241,apartment_rentals,"Find the total number of rooms in the apartments that have facility code ""Gym""."
1242,apartment_rentals,"Show the total number of rooms of the apartments in the building with short name ""Columbus Square""."
1243,apartment_rentals,"How many rooms in total are there in the apartments in the building with short name ""Columbus Square""?"
1244,apartment_rentals,Show the addresses of the buildings that have apartments with more than 2 bathrooms.
1245,apartment_rentals,Which buildings have apartments that have more than two bathrooms? Give me the addresses of the buildings.
1246,apartment_rentals,"Show the apartment type codes and apartment numbers in the buildings managed by ""Kyle""."
1247,apartment_rentals,"What apartment type codes and apartment numbers do the buildings managed by ""Kyle"" have?"
1248,apartment_rentals,Show the booking status code and the corresponding number of bookings.
1249,apartment_rentals,How many bookings does each booking status have? List the booking status code and the number of corresponding bookings.
1250,apartment_rentals,Return all the apartment numbers sorted by the room count in ascending order.
1251,apartment_rentals,Sort the apartment numbers in ascending order of room count.
1252,apartment_rentals,Return the apartment number with the largest number of bedrooms.
1253,apartment_rentals,What is the apartment number of the apartment with the most beds?
1254,apartment_rentals,Show the apartment type codes and the corresponding number of apartments sorted by the number of apartments in ascending order.
1255,apartment_rentals,"Return each apartment type code with the number of apartments having that apartment type, in ascending order of the number of apartments."
1256,apartment_rentals,Show the top 3 apartment type codes sorted by the average number of rooms in descending order.
1257,apartment_rentals,What are the top three apartment types in terms of the average room count? Give me the
1258,apartment_rentals,"Show the apartment type code that has the largest number of total rooms, together with the number of bathrooms and number of bedrooms."
1259,apartment_rentals,"Which apartment type has the largest number of total rooms? Return the apartment type code, its number of bathrooms and number of bedrooms."
1260,apartment_rentals,Show the most common apartment type code.
1261,apartment_rentals,Which apartment type code appears the most often?
1262,apartment_rentals,Show the most common apartment type code among apartments with more than 1 bathroom.
1263,apartment_rentals,Which apartment type code is the most common among apartments with more than one bathroom?
1264,apartment_rentals,"Show each apartment type code, and the maximum and minimum number of rooms for each type."
1265,apartment_rentals,Return each apartment type code along with the maximum and minimum number of rooms among each type.
1266,apartment_rentals,Show each gender code and the corresponding count of guests sorted by the count in descending order.
1267,apartment_rentals,Sort the gender codes in descending order of their corresponding number of guests. Return both the gender codes and counts.
1268,apartment_rentals,How many apartments do not have any facility?
1269,apartment_rentals,Find the number of apartments that have no facility.
1270,apartment_rentals,"Show the apartment numbers of apartments with bookings that have status code both ""Provisional"" and ""Confirmed"""
1271,apartment_rentals,"Which apartments have bookings with both status codes ""Provisional"" and ""Confirmed""? Give me the apartment numbers."
1272,apartment_rentals,Show the apartment numbers of apartments with unit status availability of both 0 and 1.
1273,apartment_rentals,Which apartments have unit status availability of both 0 and 1? Return their apartment numbers.
1274,game_injury,How many games are held after season 2007?
1275,game_injury,List the dates of games by the home team name in descending order.
1276,game_injury,"List the season, home team, away team of all the games."
1277,game_injury,"What are the maximum, minimum and average home games each stadium held?"
1278,game_injury,What is the average attendance of stadiums with capacity percentage higher than 100%?
1279,game_injury,"What are the player name, number of matches, and information source for players who do not suffer from injury of 'Knee problem'?"
1280,game_injury,What is the season of the game which causes the player 'Walter Samuel' to get injured?
1281,game_injury,"What are the ids, scores, and dates of the games which caused at least two injury accidents?"
1282,game_injury,What are the id and name of the stadium where the most injury accidents happened?
1283,game_injury,Find the id and name of the stadium where the largest number of injury accidents occurred.
1284,game_injury,In which season and which stadium did any player have an injury of 'Foot injury' or 'Knee problem'?
1285,game_injury,How many different kinds of information sources are there for injury accidents?
1286,game_injury,How many games are free of injury accidents?
1287,game_injury,How many distinct kinds of injuries happened after season 2010?
1288,game_injury,List the name of the stadium where both the player 'Walter Samuel' and the player 'Thiago Motta' got injured.
1289,game_injury,"Show the name, average attendance, total attendance for stadiums where no accidents happened."
1290,game_injury,"Which stadium name contains the substring ""Bank""?"
1291,game_injury,How many games has each stadium held?
1292,game_injury,"For each injury accident, find the date of the game and the name of the injured player in the game, and sort the results in descending order of game season."
1293,soccer_1,List all country and league names.
1294,soccer_1,How many leagues are there in England?
1295,soccer_1,What is the average weight of all players?
1296,soccer_1,What is the maximum and minimum height of all players?
1297,soccer_1,List all player names who have an overall rating higher than the average.
1298,soccer_1,What are the names of players who have the best dribbling?
1299,soccer_1,List the names of all players who have a crossing score higher than 90 and prefer their right foot.
1300,soccer_1,List the names of all left-footed players who have overall rating between 85 and 90.
1301,soccer_1,What is the average rating for right-footed players and left-footed players?
1302,soccer_1,"Of all players with an overall rating greater than 80, how many are right-footed and left-footed?"
1303,soccer_1,List all of the player ids with a height of at least 180cm and an overall rating higher than 85.
1304,soccer_1,List all of the ids for left-footed players with a height between 180cm and 190cm.
1305,soccer_1,Who are the top 3 players in terms of overall rating?
1306,soccer_1,List the names and birthdays of the top five players in terms of potential.
1307,performance_attendance,How many performances are there?
1308,performance_attendance,List the hosts of performances in ascending order of attendance.
1309,performance_attendance,What are the dates and locations of performances?
1310,performance_attendance,"Show the attendances of the performances at location ""TD Garden"" or ""Bell Centre"""
1311,performance_attendance,What is the average number of attendees for performances?
1312,performance_attendance,What is the date of the performance with the highest number of attendees?
1313,performance_attendance,Show different locations and the number of performances at each location.
1314,performance_attendance,Show the most common location of performances.
1315,performance_attendance,Show the locations that have at least two performances.
1316,performance_attendance,Show the locations that have both performances with more than 2000 attendees and performances with less than 1000 attendees.
1317,performance_attendance,Show the names of members and the location of the performances they attended.
1318,performance_attendance,Show the names of members and the location of performances they attended in ascending alphabetical order of their names.
1319,performance_attendance,"Show the dates of performances with attending members whose roles are ""Violin""."
1320,performance_attendance,Show the names of members and the dates of performances they attended in descending order of attendance of the performances.
1321,performance_attendance,List the names of members who did not attend any performance.
1322,college_2,Find the buildings which have rooms with capacity more than 50.
1323,college_2,What are the distinct buildings with capacities of greater than 50?
1324,college_2,Count the number of rooms that are not in the Lamberton building.
1325,college_2,How many classrooms are not in Lamberton?
1326,college_2,What is the name and building of the departments whose budget is more than the average budget?
1327,college_2,Give the name and building of the departments with greater than average budget.
1328,college_2,Find the room number of the rooms which can sit 50 to 100 students and their buildings.
1329,college_2,What are the room numbers and corresponding buildings for classrooms which can seat between 50 to 100 students?
1330,college_2,Find the name and building of the department with the highest budget.
1331,college_2,What is the department name and corresponding building for the department with the greatest budget?
1332,college_2,What is the name of the student who has the highest total credits in the History department.
1333,college_2,Give the name of the student in the History department with the most credits.
1334,college_2,How many rooms does the Lamberton building have?
1335,college_2,Count the number of classrooms in Lamberton.
1336,college_2,How many students have advisors?
1337,college_2,Count the number of students who have advisors.
1338,college_2,How many departments offer courses?
1339,college_2,Count the number of departments which offer courses.
1340,college_2,How many different courses offered by Physics department?
1341,college_2,Count the number of courses in the Physics department.
1342,college_2,Find the title of courses that have two prerequisites?
1343,college_2,What are the titles for courses with two prerequisites?
1344,college_2,"Find the title, credit, and department name of courses that have more than one prerequisites?"
1345,college_2,"What is the title, credit value, and department name for courses with more than one prerequisite?"
1346,college_2,How many courses that do not have prerequisite?
1347,college_2,Count the number of courses without prerequisites.
1348,college_2,Find the name of the courses that do not have any prerequisite?
1349,college_2,What are the titles of courses without prerequisites?
1350,college_2,How many different instructors have taught some course?
1351,college_2,Count the number of distinct instructors who have taught a course.
1352,college_2,Find the total budgets of the Marketing or Finance department.
1353,college_2,What is the sum of budgets of the Marketing and Finance departments?
1354,college_2,Find the department name of the instructor whose name contains 'Soisalon'.
1355,college_2,What is the name of the department with an instructure who has a name like 'Soisalon'?
1356,college_2,How many rooms whose capacity is less than 50 does the Lamberton building have?
1357,college_2,Count the number of rooms in Lamberton with capacity lower than 50.
1358,college_2,Find the name and budget of departments whose budgets are more than the average budget.
1359,college_2,What are the names and budgets of departments with budgets greater than the average?
1360,college_2,what is the name of the instructor who is in Statistics department and earns the lowest salary?
1361,college_2,Give the name of the lowest earning instructor in the Statistics department.
1362,college_2,Find the title of course that is provided by both Statistics and Psychology departments.
1363,college_2,What is the title of a course that is listed in both the Statistics and Psychology departments?
1364,college_2,Find the title of course that is provided by Statistics but not Psychology departments.
1365,college_2,What are the titles of courses that are in the Statistics department but not the Psychology department?
1366,college_2,Find the id of instructors who taught a class in Fall 2009 but not in Spring 2010.
1367,college_2,What are the ids of instructors who taught in the Fall of 2009 but not in the Spring of 2010?
1368,college_2,Find the name of students who took any class in the years of 2009 and 2010.
1369,college_2,What are the names of the students who took classes in 2009 or 2010?
1370,college_2,Find the names of the top 3 departments that provide the largest amount of courses?
1371,college_2,What are the names of the 3 departments with the most courses?
1372,college_2,Find the name of the department that offers the highest total credits?
1373,college_2,What is the name of the department with the most credits?
1374,college_2,List the names of all courses ordered by their titles and credits.
1375,college_2,"Given the titles of all courses, in order of titles and credits."
1376,college_2,Which department has the lowest budget?
1377,college_2,Give the name of the department with the lowest budget.
1378,college_2,List the names and buildings of all departments sorted by the budget from large to small.
1379,college_2,"What are the names and buildings of the deparments, sorted by budget descending?"
1380,college_2,Who is the instructor with the highest salary?
1381,college_2,Give the name of the highest paid instructor.
1382,college_2,List the information of all instructors ordered by their salary in ascending order.
1383,college_2,"Give all information regarding instructors, in order of salary from least to greatest."
1384,college_2,Find the name of the students and their department names sorted by their total credits in ascending order.
1385,college_2,"What are the names of students and their respective departments, ordered by number of credits from least to greatest?"
1386,college_2,list in alphabetic order all course names and their instructors' names in year 2008.
1387,college_2,"Show all titles and their instructors' names for courses in 2008, in alphabetical order by title."
1388,college_2,Find the name of instructors who are advising more than one student.
1389,college_2,What are the names of instructors who advise more than one student?
1390,college_2,Find the name of the students who have more than one advisor?
1391,college_2,What are the names of students who have more than one advisor?
1392,college_2,Find the number of rooms with more than 50 capacity for each building.
1393,college_2,How many rooms in each building have a capacity of over 50?
1394,college_2,Find the maximum and average capacity among rooms in each building.
1395,college_2,What are the greatest and average capacity for rooms in each building?
1396,college_2,Find the title of the course that is offered by more than one department.
1397,college_2,What are the titles of courses that are offered in more than one department?
1398,college_2,Find the total credits of courses provided by different department.
1399,college_2,How many total credits are offered by each department?
